ISO3_code,Location,Time,n_male_dependent,n_male_working,n_female_dependent,n_female_working,n_total_dependent,n_total_working,r_male_dependent,r_male_working,r_female_dependent,r_female_working,r_total_dependent,r_total_working,time_period
JPN,Japan,2098,17335067,19052353,19893942,18392065,37229009,37444418,0.9098648865050947,1.0990642839742124,1.0816589654288413,0.9245058118697641,0.9942472333259392,1.0057860524839648,projected
JPN,Japan,2099,17251421,18936536,19790179,18279816,37041600,37216352,0.9110124998574184,1.097679779538161,1.0826246281691239,0.9236811855011517,0.9953044296227637,1.004717722776554,projected
JPN,Japan,2100,17172194,18819344,19688104,18166222,36860298,36985566,0.9124756952208323,1.0959196011878274,1.0837753716760699,0.9227004286446273,0.9966130571044932,1.0033984532626403,projected
JPN,Japan,2101,17097871,18701637,19590613,18052144,36688484,36753781,0.9142446193346604,1.093799163650258,1.0852236166518503,0.9214690729687733,0.9982233936693478,1.0017797682782426,NA
MYS,Malaysia,1950,1383886,1696124,1344599,1548278,2728478,3244400,0.8159108650075112,1.2256240759715757,0.868448043568403,1.151479362992238,0.84098076685982,1.18908783578244,observed
MYS,Malaysia,1951,1421331,1728794,1380041,1588582,2801366,3317375,0.8221517427755995,1.216320477073954,0.8687250642396803,1.1511121771019848,0.8444526169034251,1.184199065741499,observed
MYS,Malaysia,1952,1459391,1765398,1417411,1631020,2876796.0000000005,3396425,0.8266640157063734,1.2096812985690606,0.8690334882466187,1.1507036420628878,0.8470070736141678,1.1806276844100172,observed
MYS,Malaysia,1953,1499746,1803899,1457591.0000000002,1673800,2957326,3477704,0.8313913362111737,1.2028030079760172,0.8708274584777155,1.1483331057889352,0.8503673688157474,1.1759623389507954,observed
MYS,Malaysia,1954,1545478,1841782,1502795,1715354,3048270,3557130,0.8391210251810476,1.1917232079654319,0.876084470027761,1.1414424455764092,0.8569464708908586,1.1669340314342234,observed
MYS,Malaysia,1955,1597594,1878804,1553493,1756192,3151085,3634998,0.8503249939855355,1.1760209414907667,0.8845803875658242,1.1304795065056619,0.8668739295042253,1.1535702781740258,observed
MYS,Malaysia,1956,1655212,1915897,1608985.0000000002,1796949,3264187,3712839,0.8639357961310029,1.1574934207823528,0.8953982555987956,1.1168214744077787,0.8791620105261768,1.1374467823075087,observed
MYS,Malaysia,1957,1717735,1953440,1668464,1838481,3386189,3791919,0.8793385002866737,1.1372184882999998,0.9075231128306466,1.1019003107049359,0.8930014064118985,1.1198190650315147,observed
MYS,Malaysia,1958,1784328,1990351,1731181,1879844,3515497,3870198,0.8964891117194906,1.1154625158603129,0.9209173739948634,1.0858737474591045,0.9083506838668203,1.1008964024147938,observed
MYS,Malaysia,1959,1854719,2028449,1797354,1922431,3652066,3950880,0.9143532817438348,1.0936691757619348,0.934938107011383,1.06958951881488,0.9243677357955695,1.0818205366496663,observed
MYS,Malaysia,1960,1928049,2070538.9999999998,1865917,1969285,3793966,4039822,0.9311821704396779,1.0739037234012205,0.9475098830286118,1.0553979625031553,0.9391418730825268,1.0648018458784292,observed
MYS,Malaysia,1961,2002514,2116766,1934988,2020535,3937492,4137308,0.9460252101554918,1.0570542827665625,0.9576612134904864,1.0442106100916388,0.9517038615447533,1.0507470237399847,observed
MYS,Malaysia,1962,2076148.0000000002,2168281,2002565,2077234,4078710,4245511,0.9575087361831793,1.0443768941327882,0.9640536405624018,1.037286679833114,0.960711207673234,1.0408955282429986,observed
MYS,Malaysia,1963,2147333,2225327,2067719.9999999998,2138975,4215053,4364305,0.964951667777365,1.0363213344180897,0.9666873151860119,1.0344606619851817,0.9658016568502887,1.03540928192362,observed
MYS,Malaysia,1964,2214988,2286687,2129499,2204756,4344488,4491445,0.9686450309989955,1.0323699270605529,0.9658660640905388,1.035340237304643,0.9672806858371862,1.0338260803114199,observed
MYS,Malaysia,1965,2274327,2355565,2184006,2277129,4458327,4632690,0.9655123080874438,1.035719577703646,0.9591050836382128,1.0426386191246728,0.9623624719115678,1.0391095135013648,observed
MYS,Malaysia,1966,2324645,2430538.9999999995,2230354,2354714,4554998,4785247,0.9564318860960471,1.0455527618195466,0.9471867921114836,1.055757964879118,0.9518835704823595,1.050548650076246,observed
MYS,Malaysia,1967,2369531,2507357,2270729,2434483,4640250,4941842,0.9450313617087635,1.0581659408549624,0.9327356157344289,1.0721151665390278,0.9389717437344214,1.0649947739884704,observed
MYS,Malaysia,1968,2410473,2586783,2307214,2516849,4717684,5103625,0.9318419828798937,1.0731433208337118,0.9167073590827259,1.0908606657206485,0.9243790443067428,1.081807302057535,observed
MYS,Malaysia,1969,2449568,2668628,2342299,2601200,4791862,5269822,0.9179128750803784,1.0894280134293066,0.9004686298631401,1.110532856821439,0.9093024394372333,1.0997441078228045,observed
MYS,Malaysia,1970,2487455,2753983,2376733,2688346,4864182,5442327,0.9032208986039492,1.1071488730449397,0.8840874649319694,1.1311098049297081,0.8937687867708058,1.1188576003118305,observed
MYS,Malaysia,1971,2523769,2841599,2410236,2776962,4933997,5618568,0.888151002305392,1.1259346635924288,0.8679398565770795,1.1521535650450827,0.8781591679588109,1.1387457268417471,observed
MYS,Malaysia,1972,2558731,2932106,2443202,2867592,5001926,5799705,0.8726597878794287,1.145921943338319,0.8520047482347557,1.1737023790910455,0.8624449002147524,1.1594943627714602,observed
MYS,Malaysia,1973,2594859,3027538,2477728,2962549,5072584,5990083,0.8570855262592906,1.1667447055890128,0.8363500485561589,1.19567159914244,0.8468303360738073,1.180874087053068,observed
MYS,Malaysia,1974,2632057,3127773,2513248,3062120,5145308,6189892,0.8415115163408596,1.1883378665431639,0.8207542486904498,1.2183914997644483,0.83124358227898,1.2030168067684188,observed
MYS,Malaysia,1975,2668611,3233820,2547917,3167609,5216525,6401432,0.8252193999666029,1.211798947092701,0.8043660060316787,1.243215143978395,0.8148996974426972,1.2271448905161961,observed
MYS,Malaysia,1976,2704844,3344985,2581875,3278387,5286714,6623367,0.8086266455604435,1.236664665318961,0.7875443015116885,1.269769837811668,0.7981913126662014,1.2528324777924436,observed
MYS,Malaysia,1977,2741601,3463711.0000000005,2616541,3397083,5358135,6860789,0.7915212903155027,1.263389895174389,0.7702316958402253,1.2983106322431026,0.7809794179649018,1.280443475201726,observed
MYS,Malaysia,1978,2779953,3588598,2653307.0000000005,3522025,5433265,7110629,0.7746626955708051,1.2908844142329026,0.7533470091779587,1.327409530823233,0.7641046945354624,1.3087211833032255,observed
MYS,Malaysia,1979,2821625.9999999995,3713401,2693627,3646366,5515251,7359766,0.7598495287742961,1.3160500363974532,0.7387154772724406,1.353701162039139,0.7493785807864001,1.3344389947075843,observed
MYS,Malaysia,1980,2868881,3837512,2739835,3769495,5608699,7607010,0.747588802328175,1.3376337324552676,0.7268440467489677,1.3758109521193793,0.7373066421629523,1.3562877950840295,observed
MYS,Malaysia,1981,2923041,3958891,2793075,3889593,5716110,7848486,0.7383484415206178,1.3543740919131821,0.7180892705226485,1.3925845170645257,0.7283073448815478,1.37304670483948,observed
MYS,Malaysia,1982,2984655,4076766,2853812,4005808,5838460,8082574,0.7321133957651728,1.3659086226046226,0.712418568238917,1.4036691975505045,0.7223515677060304,1.3843674530612524,observed
MYS,Malaysia,1983,3052308,4196457,2920688,4123420,5972988,8319876,0.7273535746940811,1.3748471648339553,0.7083168825877548,1.4117974942890168,0.7179179112765623,1.3929169119375429,observed
MYS,Malaysia,1984,3124105,4322991,2991732,4247643,6115836,8570623,0.7226721036430565,1.3837534269814875,0.7043275529511308,1.419793952132076,0.7135812647458651,1.4013820841500655,observed
MYS,Malaysia,1985,3198971,4460714,3065694,4382757,6264660,8843481,0.717143264508776,1.3944215186695972,0.6994898416681555,1.4296133273575249,0.7083929959254732,1.4116458036030686,observed
MYS,Malaysia,1986,3275955,4610880,3141866,4530049,6417816,9140931,0.7104836820737039,1.407491861151939,0.6935611513252947,1.4418339292636924,0.7020965369938794,1.424305558152493,observed
MYS,Malaysia,1987,3353724,4772115,3219011,4688263,6572730,9460377,0.7027751845879657,1.4229301516761663,0.6866105847730812,1.4564296300944606,0.694764067013397,1.4393375355445912,observed
MYS,Malaysia,1988,3430083,4943430,3294681,4856425,6724760,9799856,0.6938670113666017,1.4411983616722979,0.6784169425040024,1.4740197912939068,0.6862100830869352,1.4572796649991968,observed
MYS,Malaysia,1989,3504232,5119075,3367833,5029010,6872064,10148081,0.6845439849972895,1.4608265092037285,0.6696811101986275,1.49324803219162,0.6771786705289404,1.4767151470067799,observed
MYS,Malaysia,1990,3579571,5294502,3441457,5201537,7021028,10496031,0.6760921046020947,1.4790884159023527,0.6616230933279913,1.5114345464726133,0.668922185919611,1.4949421936502747,observed
MYS,Malaysia,1991,3659583,5467370,3518793,5371725,7178372,10839097,0.6693497970687918,1.4939871564601759,0.655058291330997,1.5265817000318007,0.6622666076334588,1.5099659087046478,observed
MYS,Malaysia,1992,3744476,5639822,3600296,5542118,7344768,11181939,0.6639351383784807,1.506171223957638,0.6496245659150526,1.5393506533907213,0.6568420736332043,1.5224359707481572,observed
MYS,Malaysia,1993,3832943,5815930,3684942,5716269,7517879,11532196,0.6590421480313553,1.5173536366181286,0.6446411111863349,1.551250738817599,0.6519035056289366,1.5339693549204503,observed
MYS,Malaysia,1994,3923138,5998231,3771395,5895942,7694528,11894177,0.6540491688299434,1.528937039686088,0.639659447124819,1.5633318705677872,0.646915545312635,1.5457968312026416,observed
MYS,Malaysia,1995,4012558,6186137,3857663,6080537,7870217,12266669,0.6486371058384255,1.5416941013687526,0.6344280118680307,1.5762229619331705,0.6415936551316417,1.5586189046629846,observed
MYS,Malaysia,1996,4098447,6379535,3941126,6269949,8039576,12649484,0.6424366352720066,1.556573746104317,0.6285738528335718,1.590902955145306,0.6355655297876182,1.5734018808952115,observed
MYS,Malaysia,1997,4178797.0000000005,6582310,4019919,6468159,8198716,13050463,0.6348526581093872,1.575168643032911,0.6214935347136643,1.6090271968166523,0.6282318106261824,1.5917691257996982,observed
MYS,Malaysia,1998,4251908,6792704,4091952,6673988,8343849,13466693,0.6259521981231628,1.5975660809217884,0.6131194721956348,1.6310034917320633,0.6195915359472441,1.613966527917751,observed
MYS,Malaysia,1999,4318649,7007584,4157541,6884877,8476191,13892460,0.6162821594432547,1.6226333744650234,0.6038656899752893,1.6559973792200726,0.6101288756634895,1.6389979886012476,observed
MYS,Malaysia,2000,4399410,7231952.999999999,4234901,7078895,8634303,14310849,0.608329451256113,1.6438461066370262,0.5982432286394981,1.6715609172445827,0.6033396760737256,1.6574411391400095,observed
MYS,Malaysia,2001,4491381,7469884,4322371,7258886,8813751,14728770,0.6012651602086458,1.6631597274869354,0.5954592757070437,1.6793759721227077,0.5984037363608774,1.671112560361644,observed
MYS,Malaysia,2002,4573460,7718862,4401330,7448793,8974787,15167660,0.5925044391258711,1.6877510681191046,0.5908782805482714,1.692395934865143,0.5917054443467219,1.6900300809367397,observed
MYS,Malaysia,2003,4642690,7978443,4468614,7649671,9111304,15628116,0.5819042637767794,1.7184957427698169,0.5841576716175113,1.7118665877160124,0.5830071903740669,1.7152447114046463,observed
MYS,Malaysia,2004,4697960,8249730,4522887,7862665,9220854,16112396,0.5694683341151772,1.7560238912208703,0.5752358774028907,1.7384172985086739,0.5722832283913577,1.7473865218991649,observed
MYS,Malaysia,2005,4741111,8530682,4565406,8086329,9306525,16617015,0.5557716252932648,1.799300206217488,0.5645832614527556,1.7712179376817745,0.560059974670541,1.7855230604334056,observed
MYS,Malaysia,2006,4774548,8818442,4597810,8318618,9372360,17137055,0.5414276127234267,1.8469689696281197,0.5527132030825312,1.8092565808504484,0.546906104928764,1.8284674297615542,observed
MYS,Malaysia,2007,4801247,9111595,4622363,8557406,9423598,17669006,0.5269381485897914,1.8977559371554928,0.5401593660508803,1.8513054902871109,0.5333405852032649,1.874974505491427,observed
MYS,Malaysia,2008,4818765,9407962,4637196,8800380,9455960,18208345,0.5122007295522666,1.9523595776096154,0.5269313370558999,1.8977804690593194,0.5193201249207436,1.925594545662207,observed
MYS,Malaysia,2009,4825004,9705674,4641382,9045156,9466381,18750826,0.497132296015712,2.011536985254313,0.5131345440587204,1.9488066269917024,0.504851412945755,1.9807808284919022,observed
MYS,Malaysia,2010,4820044,9972270,4638830,9286589,9458869,19258860,0.4833447148944021,2.0689167982698913,0.4995192529786771,2.001924838806337,0.4911437644803483,2.0360637196688103,observed
MYS,Malaysia,2011,4818551,10202568,4642514,9520509,9461058,19723081,0.4722880553209742,2.117351876113794,0.4876329616410215,2.050722733415559,0.47969472923626894,2.084659136430619,observed
MYS,Malaysia,2012,4830903,10424098,4658519,9746704,9489415,20170802,0.46343606900088624,2.157794929850589,0.4779583949610043,2.0922323167513106,0.4704530340439612,2.125610693599131,observed
MYS,Malaysia,2013,4850230,10638285,4681214,9965088,9531437,20603370,0.45592217166582766,2.1933568098832428,0.4697614311082853,2.128740108869195,0.4626154362126196,2.161622638852882,observed
MYS,Malaysia,2014,4874758,10846006,4709988,10175711,9584742,21021711,0.4494518996209296,2.2249321915057116,0.46286573979941065,2.160453699669723,0.45594490381872343,2.1932474551740673,observed
MYS,Malaysia,2015,4903268,11044644,4744553,10376367,9647821,21421012,0.4439498457351817,2.2525066955344886,0.4572460669519495,2.1870062364146845,0.45039053243609595,2.2202953392273757,observed
MYS,Malaysia,2016,4934252,11237607,4783269,10571292,9717514,21808900,0.4390838725718029,2.277469209112141,0.45247723740863466,2.2100559261877177,0.44557561362562986,2.244287993822289,observed
MYS,Malaysia,2017,4968240,11422972,4825745,10758852,9793984,22181829,0.43493409596031574,2.2991989114857576,0.4485371673483379,2.2294696466555943,0.44153185023651564,2.264842274604492,observed
MYS,Malaysia,2018,5006197,11591135,4872029,10929917,9878221,22521049,0.43189877436506435,2.315357346105237,0.44575169235045425,2.243401465795873,0.4386217089621358,2.2798689156681147,observed
MYS,Malaysia,2019,5046331,11747697,4919713,11090282,9966046,22837978,0.42955917232117924,2.3279679830752285,0.4436057622339991,2.2542538558651692,0.43638040110205906,2.2915786260669475,observed
MYS,Malaysia,2020,5087810,11898365,4968076,11245748,10055881,23144108,0.4276058097057874,2.3386024635353913,0.44177372638974305,2.263602247630672,0.4344898926327167,2.301549511176594,observed
MYS,Malaysia,2021,5127839,12038690,5015525,11391825,10143364,23430508,0.4259465938569728,2.3477121649100137,0.44027405617624915,2.2713125744563136,0.43291267948607853,2.309934652842982,observed
MYS,Malaysia,2022,5146428,12105284,5038193,11461494,10184621,23566778,0.4251389723694215,2.3521720307755203,0.43957559110531313,2.274921583988545,0.432160094180036,2.3139572891323104,projected
MYS,Malaysia,2023,5199041,12232912,5098314,11594777,10297355,23827689,0.425004365272962,2.3529170091176432,0.4397078098181621,2.274237522443694,0.4321591993247856,2.3139620805536953,projected
MYS,Malaysia,2024,5259728,12348835.000000002,5168258,11715185,10427986,24064020,0.425929085618198,2.347808669954036,0.4411588890828442,2.266757000134281,0.4333434729525657,2.3076383109835397,projected
MYS,Malaysia,2025,5327081,12454245,5246149,11824310,10573230,24278555,0.4277321507646589,2.337911700610522,0.4436748529089647,2.2539028151888174,0.4354966759759796,2.296228777771788,projected
MYS,Malaysia,2026,5394498,12555722,5324100,11929955,10718598,24485677,0.4296445875434324,2.3275051728631655,0.4462799733947027,2.2407458537593206,0.43774970975889294,2.284410423825952,projected
MYS,Malaysia,2027,5454260,12661139,5395160,12039050,10849420,24700189,0.4307874670675364,2.3213302996190133,0.44813834978673567,2.231453747432884,0.4392444122593556,2.276636815608576,projected
MYS,Malaysia,2028,5509635,12766620,5462904,12147548,10972539,24914168,0.43156567674137714,2.317144420637665,0.4497124851863108,2.2236429562005853,0.44041362328455036,2.2705927953411695,projected
MYS,Malaysia,2029,5559521,12872816,5526039,12256240,11085560,25129056,0.43188071669788486,2.3154541551331493,0.45087555400351165,2.2179068949748637,0.44114510310295774,2.266827837294643,projected
MYS,Malaysia,2030,5602996,12980560,5583910,12365586,11186906,25346146,0.4316451678510018,2.3167176988882376,0.45156857103254144,2.2145030990829007,0.4413651684954391,2.265697593239811,projected
MYS,Malaysia,2031,5644945,13085031,5641633,12470477,11286578,25555508,0.4314047861254589,2.3180085899862624,0.452399134371524,2.2104374743979274,0.4416495261999878,2.2642388153433224,projected
MYS,Malaysia,2032,5689622,13182841,5702478,12568541,11392100,25751382,0.4315930079108138,2.3169976845561973,0.45371041873515794,2.204049011675275,0.4423879075693879,2.2604596167519597,projected
MYS,Malaysia,2033,5733913,13275497,5762641,12661798,11496554,25937295,0.43191701222184004,2.315259579278583,0.4551202759671256,2.1972213781840657,0.44324413937536666,2.256092999693647,projected
MYS,Malaysia,2034,5778516,13362279,5823006,12749424,11601522,26111703,0.43244988373615006,2.312406680192631,0.45672698625443786,2.189491819173808,0.4443035370002485,2.2507135701677763,projected
MYS,Malaysia,2035,5823648,13442722,5883976,12830757,11707624,26273479,0.4332194030345938,2.3082991966547426,0.45858369853002434,2.180627011395016,0.44560615668750986,2.2441341641993287,projected
MYS,Malaysia,2036,5866428,13520480,5942992,12908996,11809420,26429476,0.433891992000284,2.304721032969296,0.460376004454568,2.1721375361097572,0.4468276253377101,2.237999495318144,projected
MYS,Malaysia,2037,5907577,13594831,6000179,12984059,11907756,26578890,0.4345458211286334,2.301253288784894,0.46211889517754046,2.16394527563261,0.4480155491820764,2.232065386627002,projected
MYS,Malaysia,2038,5948064,13665057,6055693.999999999,13055924,12003758,26720981,0.4352754620782043,2.2973957576784647,0.463827301690788,2.155974856061089,0.449225947206055,2.226051291603846,projected
MYS,Malaysia,2039,5988695,13730424,6109940,13124193,12098635,26854617,0.43616242295212443,2.2927238738990714,0.4655478626381066,2.1480068544044624,0.4505234611984971,2.21964023214189,projected
MYS,Malaysia,2040,6031627,13789430,6164069,13188320,12195696,26977750,0.4374094505719236,2.286187458209866,0.4673884922416199,2.139547756522518,0.4520649794738256,2.2120713733763124,projected
MYS,Malaysia,2041,6078731,13840271,6218843,13247628,12297574,27087899,0.4392060675690526,2.276835576372766,0.4694306784580605,2.1302399819387627,0.4539877382147652,2.202702663143153,projected
MYS,Malaysia,2042,6130760.999999999,13882770,6275717,13301119,12406478,27183889,0.4416093474140967,2.2644448217766118,0.47181872442461414,2.119458063516886,0.4563908423846198,2.191104437536584,projected
MYS,Malaysia,2043,6187044,13916577,6335049,13347403,12522093,27263980,0.444580876461216,2.2493095248716513,0.4746278358419237,2.106913932315283,0.4592907198435445,2.1772702055479063,projected
MYS,Malaysia,2044,6250093,13940507,6399452,13385122,12649545,27325629,0.4483404369726295,2.2304479309347878,0.47810188058054315,2.0916044061272743,0.46291871268544266,2.160206473829691,projected
MYS,Malaysia,2045,6320924,13953521,6470597,13412584,12791521,27366105,0.45299849407185466,2.207512857297446,0.48242732347473083,2.0728510831380786,0.46742205366821477,2.139394134599005,projected
MYS,Malaysia,2046,6400652,13953762.999999998,6550071,13427439,12950723,27381202,0.45870436526691766,2.180053375812339,0.48781238179521796,2.0499684659906743,0.4729786150366956,2.1142604934102907,projected
MYS,Malaysia,2047,6489401,13942117,6638212,13430307,13127613,27372424,0.4654530585276253,2.1484443633549537,0.4942710542655503,2.0231813928208378,0.47959263673542396,2.0851029048464484,projected
MYS,Malaysia,2048,6586519,13918343,6734917,13420582,13321436,27338925,0.4732257999389726,2.1131561299678934,0.5018349427766993,1.9926870665221263,0.4872699274020467,2.0522505982087815,projected
MYS,Malaysia,2049,6692010,13883638,6840661,13398494,13532671,27282132,0.48200694947534645,2.074658884251518,0.5105544697784691,1.9586548726797017,0.49602688675503803,2.0160197495379886,projected
MYS,Malaysia,2050,6802955,13840156,6953524,13365565,13756479,27205721,0.4915374508784438,2.0344329780220507,0.5202566445937751,1.9221282618712467,0.5056465513264654,1.9776660146829725,projected
MYS,Malaysia,2051,6915130,13792272,7070059,13325205,13985189,27117477,0.5013771480144823,1.9945065385610974,0.5305778785392045,1.8847374541004538,0.5157260389674158,1.9390139811481988,projected
MYS,Malaysia,2052,7026788,13741113,7189010,13278218,14215798,27019331,0.5113696394171273,1.9555325989627124,0.5414137650097325,1.8470162094641682,0.5261343443329519,1.9006552428502428,projected
MYS,Malaysia,2053,7138818.999999999,13686380,7310471,13224795,14449290,26911175,0.5216002332245634,1.917177056877335,0.5527852038538215,1.809020923549249,0.5369252736084545,1.8624565636096997,projected
MYS,Malaysia,2054,7251096,13627616,7433658,13165307,14684754,26792923,0.5320883711428323,1.87938706093534,0.5646399282599335,1.7710401796800446,0.5480833128957225,1.8245401318946166,projected
MYS,Malaysia,2055,7362136,13566813,7556340,13102524,14918476,26669337,0.542657733986604,1.8427821762597159,0.5767087318443378,1.7339775605650354,0.5593868344008702,1.7876716763830298,projected
MYS,Malaysia,2056,7468548,13507151,7674952.999999999,13039590,15143501,26546741,0.5529328871795391,1.8085377505774884,0.5885885215716138,1.698979785283376,0.5704467075638399,1.7530121337199371,projected
MYS,Malaysia,2057,7568470,13449966,7788135,12977581,15356605,26427547,0.5627129466349581,1.7771050159411348,0.6001222415795363,1.6663271758899916,0.5810832537730423,1.7209237979358067,projected
MYS,Malaysia,2058,7664500,13392660,7897343,12914864,15561843,26307524,0.5722910907915231,1.747362515493509,0.6114925406880011,1.6353429248292748,0.5915358283052408,1.6905146774710424,projected
MYS,Malaysia,2059,7758537,13333257,8002752,12851280,15761289,26184537,0.5818936063408964,1.7185272171802493,0.6227202270902198,1.6058575849907633,0.6019311702933682,1.6613195151741713,projected
MYS,Malaysia,2060,7849968,13272581,8103098,12788188,15953066,26060769,0.5914424632255022,1.690781542039407,0.6336392614809854,1.5781850349088706,0.6121487052051304,1.6335899945502639,projected
MYS,Malaysia,2061,7933065,13216128,8195054,12728947,16128119,25945075,0.6002563685823865,1.6659548358673477,0.6438124064779278,1.553247483177048,0.6216254530002322,1.6086857370038006,projected
MYS,Malaysia,2062,8005185,13166326,8276713,12675243,16281898,25841569,0.6080044653307233,1.6447247627631338,0.6529825897617899,1.5314343991388852,0.630066154264859,1.587134927389915,projected
MYS,Malaysia,2063,8071436,13118650,8351618,12623806,16423054,25742456.000000004,0.6152642230717338,1.6253179731586795,0.6615768651704566,1.5115401590446307,0.6379754130685898,1.5674585250709157,projected
MYS,Malaysia,2064,8134060,13070065,8421619,12572237,16555679,25642302,0.6223427350973388,1.6068316437301913,0.6698584348990558,1.4928527400729004,0.6456393423648158,1.5488523303695365,projected
MYS,Malaysia,2065,8194663,13019187,8487758,12519722,16682420.999999998,25538909,0.6294297024844947,1.5887397687983018,0.6779509960364934,1.4750328649803635,0.6532158832626718,1.5308874533258694,projected
MYS,Malaysia,2066,8250136,12968980,8547280,12468722,16797416,25437702,0.6361437830885699,1.5719716620429043,0.6854976797140878,1.4587941426980278,0.6603354343879019,1.5143818549234,projected
MYS,Malaysia,2067,8300053,12919444,8600825,12418548,16900878,25337992,0.642446609931511,1.5565495786593169,0.6925789552852717,1.443878697683071,0.6670172600891184,1.4992115794220866,projected
MYS,Malaysia,2068,8342867,12872720,8647247,12370774,16990114,25243494,0.6481044410194583,1.542961190679415,0.699006141410392,1.4306025952537265,0.6730492221084768,1.4857754338787836,projected
MYS,Malaysia,2069,8376626,12830238,8685058,12326315,17061684,25156553,0.6528815755405317,1.5316713435695946,0.7045948444445885,1.4192553463661384,0.6782202633246296,1.4744472468251082,projected
MYS,Malaysia,2070,8405568,12788227,8718655,12281395,17124223,25069622,0.6572895523359101,1.5213995056610097,0.709907547147535,1.4086341299202687,0.6830666613162336,1.4639859572022627,projected
MYS,Malaysia,2071,8431089,12745799,8749147,12235218,17180236,24981017,0.661479833472974,1.5117618850898147,0.7150789630393182,1.3984469571719391,0.6877316483952596,1.4540555205411614,projected
MYS,Malaysia,2072,8452407,12703707,8774896.999999998,12189212,17227304,24892918.999999996,0.6653496495156885,1.5029691542302686,0.7198904244179196,1.3891002937128494,0.6920564036704575,1.4449689283941352,projected
MYS,Malaysia,2073,8469339,12663609,8795054,12145664.999999998,17264393,24809274,0.6687934695393706,1.4952299110945968,0.7241311200333618,1.3809653698544657,0.6958846518443063,1.4370197666376108,projected
MYS,Malaysia,2074,8477892,12628723,8805046,12108744,17282938,24737467,0.6713182322551535,1.4896064965205973,0.72716427071214,1.3752050812681729,0.6986543125049949,1.431323019269062,projected
MYS,Malaysia,2075,8478722,12598092,8805354,12077483,17284076,24675575,0.6730163583501374,1.4858479851090767,0.7290719432186324,1.3716067519829414,0.7004528161957726,1.427647911291295,projected
MYS,Malaysia,2076,8478469,12565306,8803411,12044491,17281880,24609797,0.6747522901551303,1.4820253515109865,0.7309076821926307,1.3681618409046221,0.7022357803276477,1.4240231386863003,projected
MYS,Malaysia,2077,8484224,12524084,8806588,12003459,17290812,24527543,0.6774326968742783,1.4761614026220902,0.7336708527100396,1.3630090336915957,0.7049549153781934,1.418530431075186,projected
MYS,Malaysia,2078,8492086,12478873,8810941,11958721,17303027,24437594,0.6805170627187247,1.469470869701508,0.7367795435649014,1.3572580953612103,0.7080495322084489,1.4123305708301792,projected
MYS,Malaysia,2079,8503187,12428227,8817560,11908783,17320747,24337010,0.6841834317960236,1.461596340289823,0.7404249451854148,1.3505757828696374,0.7117039850006225,1.4050785453999184,projected
MYS,Malaysia,2080,8519255,12371309,8828535,11852718,17347790,24224027,0.6886300390686224,1.4521585514226303,0.7448532058216519,1.3425464134196672,0.7161398061519665,1.396375388450056,projected
MYS,Malaysia,2081,8535259,12312347,8838750,11794717,17374009,24107064,0.6932276193970167,1.4425276374155722,0.7493821174344412,1.334432696931127,0.7207019900888803,1.387536060330117,projected
MYS,Malaysia,2082,8549418,12254172,8846596,11737599,17396014,23991771,0.6976740656161836,1.4333340585288965,0.7536972425110109,1.3267927008309186,0.7250825293389137,1.379153350876816,projected
MYS,Malaysia,2083,8562722,12196384,8853139,11680852,17415861,23877236,0.7020705481231159,1.4243582823312493,0.7579189428990282,1.3194023046514916,0.7293918358054509,1.371005200374532,projected
MYS,Malaysia,2084,8574887,12139172,8858361,11624780,17433248,23763952,0.7063815390374236,1.4156655358840298,0.7620239694858741,1.3122946784399507,0.7336005391695791,1.3631396742592088,projected
MYS,Malaysia,2085,8583633,12083686,8859893,11570372,17443526,23654058,0.710348895196383,1.4077589291154455,0.765739684082759,1.3059268322992161,0.7374432750608797,1.356036503170288,projected
MYS,Malaysia,2086,8593312,12026876,8862087,11514613,17455399,23541489,0.7145090711835725,1.3995623573309104,0.7696382848472633,1.299311663268483,0.7414738719373274,1.3486651894923742,projected
MYS,Malaysia,2087,8603874,11968963,8865215,11457733,17469089,23426696,0.7188487423680732,1.3911132357354372,0.7737320288402602,1.29243712645435,0.7456915392593134,1.3410370741141682,projected
MYS,Malaysia,2088,8613090,11911741,8867075,11401516,17480165,23313257,0.7230756612320567,1.3829811368510023,0.7777101746820336,1.2858260474846552,0.749795062954953,1.333697765438713,projected
MYS,Malaysia,2089,8620843,11854929,8867677,11345681,17488520,23200610,0.727194823351536,1.3751473028797763,0.7815905453361504,1.279442293624362,0.7537956976131232,1.3266194051869455,projected
MYS,Malaysia,2090,8628177,11798084,8868032,11289799,17496209,23087883,0.7313201872439626,1.3673901219226265,0.7854906894268001,1.2730895648549758,0.7578091503668828,1.319593461646463,projected
MYS,Malaysia,2091,8636139,11741002,8869062,11233728,17505201,22974730,0.7355538309251628,1.3595198039309002,0.7895030038113795,1.2666196267429408,0.7619328279374774,1.312451653654248,projected
MYS,Malaysia,2092,8643336,11684284,8869558,11178014,17512894,22862298,0.7397403212725743,1.3518257302504497,0.7934824558280209,1.26026730982536,0.7660163470881186,1.3054551692027598,projected
MYS,Malaysia,2093,8648514,11628568,8868658,11123262,17517172,22751830,0.7437299244412553,1.3445741083381493,0.79730730068212,1.254221551896578,0.7699236500975964,1.29883008513018,projected
